ID,country,continent,year,sample_type,ST,lzd_genotype,mlplasmids_prediction,predicted_optrA_context,Tn6674_variant
GCF_019731615.1,China,Asia,2020,clinical,116,optrA,Chromosome,fexA-optrA-ermA,
GCF_020405635.1,Russia,Asia,2020,clinical,476,optrA,Chromosome,Tn6674,truncated
GCF_022427325.1,China,Asia,2017,clinical,403,"optrA, poxtA",Chromosome,,
GCF_022427745.1,China,Asia,2017,clinical,480,optrA,Plasmid,Tn6674,
GCF_022758225.1,China,Asia,2020,clinical,16,optrA,Chromosome,fexA-optrA,
GCF_024339425.1,Spain,Europe,2018,clinical,480,optrA,Plasmid,,
GCF_024339435.1,Spain,Europe,2018,clinical,7,optrA,Plasmid,fexA-optrA-ermA,
GCF_024339445.1,Spain,Europe,2018,clinical,585,optrA,Plasmid,fexA-optrA,
GCF_024927865.1,Bangladesh,Asia,2018,clinical,-,optrA,Chromosome,Tn6674,truncated
GCF_025482015.1,France,Europe,2020,clinical,480,"cfr, optrA, poxtA",Chromosome,,
GCF_025482075.1,France,Europe,2019,clinical,476,optrA,Chromosome,Tn6674,
GCF_025482095.1,France,Europe,2019,clinical,59,optrA,Chromosome,Tn6674,
GCF_025482215.1,France,Europe,2019,clinical,480,optrA,Plasmid,fexA-optrA-ermA,
GCF_025482255.1,France,Europe,2019,clinical,19,optrA,Plasmid,fexA-optrA,
GCF_025482405.1,France,Europe,2019,clinical,41,optrA,Plasmid,fexA-optrA,
GCF_025482435.1,France,Europe,2019,clinical,480,optrA,Plasmid,fexA-optrA,
GCF_025482455.1,France,Europe,2019,clinical,480,optrA,Plasmid,fexA-optrA,
GCF_025482495.1,France,Europe,2019,clinical,116,"cfr(D), optrA",Chromosome,fexA-optrA,
GCF_025482555.1,France,Europe,2019,clinical,585,optrA,Chromosome,Tn6674,
GCF_025482575.1,France,Europe,2019,clinical,480,optrA,Plasmid,fexA-optrA,
GCF_025482595.1,France,Europe,2019,clinical,476,optrA,Plasmid,fexA-optrA-ermA,
GCF_025482635.1,France,Europe,2019,clinical,376,optrA,Plasmid,fexA-optrA-ermA,
GCF_025482655.1,France,Europe,2019,clinical,19,optrA,Chromosome,fexA-optrA,
GCF_025482675.1,France,Europe,2019,clinical,-,optrA,Chromosome,Tn6674,
GCF_025482695.1,France,Europe,2019,clinical,444,optrA,Chromosome,fexA-optrA-ermA,
GCF_025482715.1,France,Europe,2018,clinical,-,"cfr(D), optrA",Plasmid,fexA-optrA,
GCF_025482725.1,France,Europe,2018,clinical,314,"cfr, optrA",Chromosome,,
GCF_025482785.1,France,Europe,2018,clinical,-,optrA,Plasmid,,
GCF_029866805.1,China,Asia,2020,clinical,16,optrA,Chromosome,,
GCF_030339965.1,South Korea,Asia,2019,clinical,476,optrA,Chromosome,Tn6674,truncated
GCF_030339995.1,South Korea,Asia,2019,clinical,689,optrA,Chromosome,fexA-optrA-ermA,
GCF_030340065.1,South Korea,Asia,2019,clinical,-,optrA,Chromosome,Tn6674,WT
GCF_030340205.1,South Korea,Asia,2019,clinical,689,optrA,Chromosome,fexA-optrA-ermA,
GCF_030340245.1,South Korea,Asia,2019,clinical,585,optrA,Plasmid,,
GCF_030340285.1,South Korea,Asia,2019,clinical,-,optrA,Chromosome,Tn6674,truncated
GCF_030340325.1,South Korea,Asia,2019,clinical,476,optrA,Chromosome,Tn6674,truncated
GCF_030340345.1,South Korea,Asia,2019,clinical,-,optrA,Chromosome,Tn6674,WT
GCF_030340485.1,South Korea,Asia,2020,clinical,179,optrA,Chromosome,fexA-optrA-ermA,
GCF_030340565.1,South Korea,Asia,2020,clinical,-,optrA,Chromosome,Tn6674,truncated
GCF_030340605.1,South Korea,Asia,2020,clinical,179,optrA,Chromosome,Tn6674,truncated
GCF_902161825.1,United Kingdom,Europe,2018,clinical,21,optrA,Plasmid,,
GCF_906464835.1,United Kingdom,Europe,2017,clinical,585,optrA,Plasmid,,
GCF_906464865.1,United Kingdom,Europe,2016,clinical,330,optrA,Plasmid,fexA-optrA,
GCF_906464875.1,United Kingdom,Europe,2017,clinical,16,"cfr(D), optrA",Plasmid,fexA-optrA,
GCF_906464915.2,United Kingdom,Europe,2015,clinical,19,optrA,Plasmid,Tn6674,WT
GCF_906464925.1,United Kingdom,Europe,2017,clinical,894,optrA,Plasmid,fexA-optrA-ermA,
SRR10387870,China,Asia,2018,human/clinical,16,optrA,Chromosome,,
SRR10387871,China,Asia,2018,human/clinical,16,optrA,Chromosome,fexA-optrA-ermA,
SRR10387876,China,Asia,2018,human/clinical,16,optrA,Chromosome,fexA-optrA-ermA,
SRR10387877,China,Asia,2018,human/clinical,16,optrA,Chromosome,fexA-optrA-ermA,
SRR10387878,China,Asia,2018,human/clinical,16,optrA,Chromosome,fexA-optrA-ermA,
SRR10387879,China,Asia,2018,human/clinical,16,optrA,Chromosome,fexA-optrA,
SRR13080469,Belgium,Europe,2017,human/clinical,480,optrA,Chromosome,fexA-optrA,
SRR13080473,Belgium,Europe,2019,human/clinical,480,optrA,Chromosome,fexA-optrA,
SRR13587488,China,Asia,2015,human/clinical,772,optrA,Chromosome,fexA-optrA-ermA,
SRR13587489,China,Asia,2015,human/clinical,249,optrA,Chromosome,fexA-optrA,
SRR13587490,China,Asia,2014,human,16,optrA,Chromosome,fexA-optrA-ermA,
SRR13587491,China,Asia,2014,human,480,optrA,Chromosome,fexA-optrA,
SRR13587493,China,Asia,2012,human,-,optrA,Chromosome,fexA-optrA-ermA,
SRR13587494,China,Asia,2012,human,16,optrA,Chromosome,fexA-optrA,
SRR13587495,China,Asia,2012,human,480,optrA,Plasmid,,
SRR13587496,China,Asia,2017,human/clinical,585,optrA,Plasmid,fexA-optrA,
SRR13587498,China,Asia,2017,human/clinical,16,optrA,Plasmid,Tn6674,
SRR13587499,China,Asia,2017,human/clinical,585,optrA,Chromosome,,
SRR13587500,China,Asia,2012,human,16,optrA,Plasmid,fexA-optrA-ermA,
SRR13587501,China,Asia,2012,human,368,optrA,Chromosome,fexA-optrA-ermA,
SRR13712557,Canada,North America,2015,environment,93,optrA,Chromosome,,
SRR13712587,Canada,North America,2015,environment,476,optrA,Chromosome,,
SRR13712598,Canada,North America,2015,environment,207,optrA,Chromosome,,
SRR19309658,Malaysia,Asia,2020,animal,895,optrA,Chromosome,Tn6674,WT
SRR21102103,Belgium,Europe,2019,animal,631,optrA,Chromosome,Tn6674,WT
SRR21102104,Belgium,Europe,2020,animal,40,optrA,Chromosome,Tn6674,WT
SRR21102105,Belgium,Europe,2019,animal,843,optrA,Plasmid,,
SRR21102106,Belgium,Europe,2020,animal,40,optrA,Chromosome,Tn6674,WT
SRR21102108,Belgium,Europe,2020,animal,474,optrA,Chromosome,Tn6674,truncated
SRR21102112,Belgium,Europe,2020,animal,207,optrA,Plasmid,fexA-optrA,
SRR21102117,Belgium,Europe,2020,animal,58,optrA,Plasmid,fexA-optrA-ermA,
SRR21102118,Belgium,Europe,2020,animal,480,optrA,Chromosome,fexA-optrA,
SRR21102119,Belgium,Europe,2019,animal,16,optrA,Plasmid,fexA-optrA-ermA,
SRR21102132,Belgium,Europe,2019,animal,-,optrA,Plasmid,fexA-optrA,
SRR23460006,China,Asia,2022,,16,optrA,Chromosome,fexA-optrA-ermA,
SRR23460007,China,Asia,2022,,-,optrA,Chromosome,fexA-optrA-ermA,
SRR23460008,China,Asia,2022,,-,optrA,Chromosome,fexA-optrA-ermA,
SRR23460009,China,Asia,2022,,-,optrA,Chromosome,fexA-optrA-ermA,
SRR23460010,China,Asia,2022,,-,optrA,Chromosome,fexA-optrA-ermA,
SRR23460011,China,Asia,2022,,-,optrA,Chromosome,fexA-optrA-ermA,
SRR5407742,China,Asia,2012,,-,optrA,Chromosome,,
SRR6456332,Germany,Europe,2014,human,16,optrA,Chromosome,fexA-optrA,
SRR6456333,Germany,Europe,2015,human/clinical,585,optrA,Chromosome,fexA-optrA-ermA,
SRR6456335,Germany,Europe,2016,human/clinical,21,optrA,Chromosome,,
SRR6456339,Germany,Europe,2015,human/clinical,480,"cfr(D), optrA",Chromosome,fexA-optrA,
SRR6456340,Germany,Europe,2016,human/clinical,21,"cfr(D), optrA",Chromosome,fexA-optrA,
SRR6456346,Germany,Europe,2016,human/clinical,480,optrA,Chromosome,fexA-optrA-ermA,
SRR6456347,Germany,Europe,2016,human/clinical,480,optrA,Chromosome,Tn6674,WT
SRR6456348,Germany,Europe,2016,human/clinical,16,optrA,Plasmid,fexA-optrA-ermA,
SRR6456349,Germany,Europe,2016,human/clinical,480,optrA,Chromosome,fexA-optrA,
SRR6456351,Germany,Europe,2016,human/clinical,16,optrA,Plasmid,fexA-optrA-ermA,
SRR7658823,Germany,Europe,2017,human/clinical,476,optrA,Plasmid,fexA-optrA-ermA,
SRR7658824,Germany,Europe,2017,human/clinical,40,optrA,Plasmid,fexA-optrA-ermA,
SRR9021436,South Africa,Asia,2017,human/clinical,-,optrA,Chromosome,,
