reference,position,total_coverage
NZ_MT874924.1,2103,213
NZ_MT874924.1,2104,213
NZ_MT874924.1,2105,213
NZ_MT874924.1,2106,213
NZ_MT874924.1,2107,213
NZ_MT874924.1,2108,213
NZ_MT874924.1,2109,213
NZ_MT874924.1,2110,213
NZ_MT874924.1,2111,213
NZ_MT874924.1,2112,213
NZ_MT874924.1,2113,213
NZ_MT874924.1,2114,213
NZ_MT874924.1,2115,213
NZ_MT874924.1,2116,213
NZ_MT874924.1,2117,213
NZ_MT874924.1,2118,213
NZ_MT874924.1,2119,213
NZ_MT874924.1,2120,213
NZ_MT874924.1,2121,213
NZ_MT874924.1,2122,213
NZ_MT874924.1,2123,213
NZ_MT874924.1,2124,213
NZ_MT874924.1,2125,213
NZ_MT874924.1,2126,213
NZ_MT874924.1,2127,213
NZ_MT874924.1,2128,213
NZ_MT874924.1,2129,213
NZ_MT874924.1,2130,213
NZ_MT874924.1,2131,213
NZ_MT874924.1,2132,213
NZ_MT874924.1,2133,213
NZ_MT874924.1,2134,213
NZ_MT874924.1,2135,213
NZ_MT874924.1,2136,363
NZ_MT874924.1,2137,367
NZ_MT874924.1,2138,367
NZ_MT874924.1,2139,367
NZ_MT874924.1,2140,367
NZ_MT874924.1,2141,367
NZ_MT874924.1,2142,367
NZ_MT874924.1,2143,367
NZ_MT874924.1,2144,367
NZ_MT874924.1,2145,367
NZ_MT874924.1,2146,367
NZ_MT874924.1,2147,367
NZ_MT874924.1,2148,367
NZ_MT874924.1,2149,367
NZ_MT874924.1,2150,367
NZ_MT874924.1,2151,367
NZ_MT874924.1,2152,367
NZ_MT874924.1,2153,367
NZ_MT874924.1,2154,367
NZ_MT874924.1,2155,367
NZ_MT874924.1,2156,367
NZ_MT874924.1,2157,367
NZ_MT874924.1,2158,367
NZ_MT874924.1,2159,367
NZ_MT874924.1,2160,367
NZ_MT874924.1,2161,367
NZ_MT874924.1,2162,367
NZ_MT874924.1,2163,367
NZ_MT874924.1,2164,367
NZ_MT874924.1,2165,367
NZ_MT874924.1,2166,367
NZ_MT874924.1,2167,367
NZ_MT874924.1,2168,367
NZ_MT874924.1,2169,367
NZ_MT874924.1,2170,367
NZ_MT874924.1,2171,367
NZ_MT874924.1,2172,367
NZ_MT874924.1,2173,367
NZ_MT874924.1,2174,367
NZ_MT874924.1,2175,367
NZ_MT874924.1,2176,367
NZ_MT874924.1,2177,367
NZ_MT874924.1,2178,367
NZ_MT874924.1,2179,367
NZ_MT874924.1,2180,367
NZ_MT874924.1,2181,367
NZ_MT874924.1,2182,367
NZ_MT874924.1,2183,367
NZ_MT874924.1,2184,367
NZ_MT874924.1,2185,367
NZ_MT874924.1,2186,367
NZ_MT874924.1,2187,367
NZ_MT874924.1,2188,367
NZ_MT874924.1,2189,367
NZ_MT874924.1,2190,367
NZ_MT874924.1,2191,367
NZ_MT874924.1,2192,367
NZ_MT874924.1,2193,367
NZ_MT874924.1,2194,367
NZ_MT874924.1,2195,367
NZ_MT874924.1,2196,367
NZ_MT874924.1,2197,367
NZ_MT874924.1,2198,367
NZ_MT874924.1,2199,367
NZ_MT874924.1,2200,367
NZ_MT874924.1,2201,367
NZ_MT874924.1,2202,367
NZ_MT874924.1,2203,367
NZ_MT874924.1,2204,367
NZ_MT874924.1,2205,367
NZ_MT874924.1,2206,367
NZ_MT874924.1,2207,367
NZ_MT874924.1,2208,367
NZ_MT874924.1,2209,367
NZ_MT874924.1,2210,367
NZ_MT874924.1,2211,367
NZ_MT874924.1,2212,367
NZ_MT874924.1,2213,367
NZ_MT874924.1,2214,367
NZ_MT874924.1,2215,367
NZ_MT874924.1,2216,382
NZ_MT874924.1,2217,383
NZ_MT874924.1,2218,383
NZ_MT874924.1,2219,384
NZ_MT874924.1,2220,384
NZ_MT874924.1,2221,384
NZ_MT874924.1,2222,384
NZ_MT874924.1,2223,384
NZ_MT874924.1,2224,385
NZ_MT874924.1,2225,385
NZ_MT874924.1,2226,385
NZ_MT874924.1,2227,385
NZ_MT874924.1,2228,389
NZ_MT874924.1,2229,390
NZ_MT874924.1,2230,390
NZ_MT874924.1,2231,394
NZ_MT874924.1,2232,394
NZ_MT874924.1,2233,394
NZ_MT874924.1,2234,394
NZ_MT874924.1,2235,394
NZ_MT874924.1,2236,394
NZ_MT874924.1,2237,394
NZ_MT874924.1,2238,394
NZ_MT874924.1,2239,394
NZ_MT874924.1,2240,394
NZ_MT874924.1,2241,394
NZ_MT874924.1,2242,394
NZ_MT874924.1,2243,394
NZ_MT874924.1,2244,394
NZ_MT874924.1,2245,394
NZ_MT874924.1,2246,394
NZ_MT874924.1,2247,394
NZ_MT874924.1,2248,394
NZ_MT874924.1,2249,394
NZ_MT874924.1,2250,394
NZ_MT874924.1,2251,394
NZ_MT874924.1,2252,394
NZ_MT874924.1,2253,394
NZ_MT874924.1,2254,394
NZ_MT874924.1,2255,394
NZ_MT874924.1,2256,394
NZ_MT874924.1,2257,394
NZ_MT874924.1,2258,395
NZ_MT874924.1,2259,395
NZ_MT874924.1,2260,395
NZ_MT874924.1,2261,395
NZ_MT874924.1,2262,395
NZ_MT874924.1,2263,395
NZ_MT874924.1,2264,395
NZ_MT874924.1,2265,395
NZ_MT874924.1,2266,395
NZ_MT874924.1,2267,395
NZ_MT874924.1,2268,395
NZ_MT874924.1,2269,395
NZ_MT874924.1,2270,395
NZ_MT874924.1,2271,395
NZ_MT874924.1,2272,395
NZ_MT874924.1,2273,395
NZ_MT874924.1,2274,395
NZ_MT874924.1,2275,395
NZ_MT874924.1,2276,395
NZ_MT874924.1,2277,395
NZ_MT874924.1,2278,395
NZ_MT874924.1,2279,395
NZ_MT874924.1,2280,396
NZ_MT874924.1,2281,396
NZ_MT874924.1,2282,396
NZ_MT874924.1,2283,396
NZ_MT874924.1,2284,396
NZ_MT874924.1,2285,396
NZ_MT874924.1,2286,397
NZ_MT874924.1,2287,398
NZ_MT874924.1,2288,398
NZ_MT874924.1,2289,398
NZ_MT874924.1,2290,398
NZ_MT874924.1,2291,398
NZ_MT874924.1,2292,398
NZ_MT874924.1,2293,398
NZ_MT874924.1,2294,398
NZ_MT874924.1,2295,383
NZ_MT874924.1,2296,398
NZ_MT874924.1,2297,397
NZ_MT874924.1,2298,398
NZ_MT874924.1,2299,398
NZ_MT874924.1,2300,398
NZ_MT874924.1,2301,398
NZ_MT874924.1,2302,398
NZ_MT874924.1,2303,398
NZ_MT874924.1,2304,398
NZ_MT874924.1,2305,398
NZ_MT874924.1,2306,398
NZ_MT874924.1,2307,398
NZ_MT874924.1,2308,398
NZ_MT874924.1,2309,398
NZ_MT874924.1,2310,398
NZ_MT874924.1,2311,398
NZ_MT874924.1,2312,398
NZ_MT874924.1,2313,398
NZ_MT874924.1,2314,398
NZ_MT874924.1,2315,398
NZ_MT874924.1,2316,398
NZ_MT874924.1,2317,398
NZ_MT874924.1,2318,398
NZ_MT874924.1,2319,398
NZ_MT874924.1,2320,398
NZ_MT874924.1,2321,398
NZ_MT874924.1,2322,398
NZ_MT874924.1,2323,398
NZ_MT874924.1,2324,398
NZ_MT874924.1,2325,398
NZ_MT874924.1,2326,398
NZ_MT874924.1,2327,398
NZ_MT874924.1,2328,398
NZ_MT874924.1,2329,398
NZ_MT874924.1,2330,398
NZ_MT874924.1,2331,398
NZ_MT874924.1,2332,398
NZ_MT874924.1,2333,398
NZ_MT874924.1,2334,398
NZ_MT874924.1,2335,398
NZ_MT874924.1,2336,398
NZ_MT874924.1,2337,398
NZ_MT874924.1,2338,406
NZ_MT874924.1,2339,406
NZ_MT874924.1,2340,406
NZ_MT874924.1,2341,406
NZ_MT874924.1,2342,406
NZ_MT874924.1,2343,406
NZ_MT874924.1,2344,406
NZ_MT874924.1,2345,406
NZ_MT874924.1,2346,406
NZ_MT874924.1,2347,406
NZ_MT874924.1,2348,406
NZ_MT874924.1,2349,406
NZ_MT874924.1,2350,406
NZ_MT874924.1,2351,406
NZ_MT874924.1,2352,409
NZ_MT874924.1,2353,409
NZ_MT874924.1,2354,409
NZ_MT874924.1,2355,409
NZ_MT874924.1,2356,409
NZ_MT874924.1,2357,409
NZ_MT874924.1,2358,410
NZ_MT874924.1,2359,410
NZ_MT874924.1,2360,410
NZ_MT874924.1,2361,410
NZ_MT874924.1,2362,414
NZ_MT874924.1,2363,414
NZ_MT874924.1,2364,414
NZ_MT874924.1,2365,414
NZ_MT874924.1,2366,414
NZ_MT874924.1,2367,414
NZ_MT874924.1,2368,414
NZ_MT874924.1,2369,414
NZ_MT874924.1,2370,414
NZ_MT874924.1,2371,414
NZ_MT874924.1,2372,414
NZ_MT874924.1,2373,414
NZ_MT874924.1,2374,414
NZ_MT874924.1,2375,414
NZ_MT874924.1,2376,414
NZ_MT874924.1,2377,414
NZ_MT874924.1,2378,415
NZ_MT874924.1,2379,415
NZ_MT874924.1,2380,415
NZ_MT874924.1,2381,415
NZ_MT874924.1,2382,415
NZ_MT874924.1,2383,415
NZ_MT874924.1,2384,415
NZ_MT874924.1,2385,415
NZ_MT874924.1,2386,415
NZ_MT874924.1,2387,415
NZ_MT874924.1,2388,415
NZ_MT874924.1,2389,415
NZ_MT874924.1,2390,415
NZ_MT874924.1,2391,415
NZ_MT874924.1,2392,415
NZ_MT874924.1,2393,415
NZ_MT874924.1,2394,415
NZ_MT874924.1,2395,415
NZ_MT874924.1,2396,415
NZ_MT874924.1,2397,415
NZ_MT874924.1,2398,415
NZ_MT874924.1,2399,415
NZ_MT874924.1,2400,415
NZ_MT874924.1,2401,415
NZ_MT874924.1,2402,415
NZ_MT874924.1,2403,415
NZ_MT874924.1,2404,415
NZ_MT874924.1,2405,415
NZ_MT874924.1,2406,415
NZ_MT874924.1,2407,415
NZ_MT874924.1,2408,415
NZ_MT874924.1,2409,415
NZ_MT874924.1,2410,415
NZ_MT874924.1,2411,415
NZ_MT874924.1,2412,415
NZ_MT874924.1,2413,415
NZ_MT874924.1,2414,415
NZ_MT874924.1,2415,415
NZ_MT874924.1,2416,415
NZ_MT874924.1,2417,415
NZ_MT874924.1,2418,415
NZ_MT874924.1,2419,415
NZ_MT874924.1,2420,415
NZ_MT874924.1,2421,415
NZ_MT874924.1,2422,415
NZ_MT874924.1,2423,415
NZ_MT874924.1,2424,415
NZ_MT874924.1,2425,415
NZ_MT874924.1,2426,415
NZ_MT874924.1,2427,415
NZ_MT874924.1,2428,415
NZ_MT874924.1,2429,415
NZ_MT874924.1,2430,415
NZ_MT874924.1,2431,415
NZ_MT874924.1,2432,415
NZ_MT874924.1,2433,415
NZ_MT874924.1,2434,415
NZ_MT874924.1,2435,415
NZ_MT874924.1,2436,415
NZ_MT874924.1,2437,415
NZ_MT874924.1,2438,415
NZ_MT874924.1,2439,415
NZ_MT874924.1,2440,415
NZ_MT874924.1,2441,415
NZ_MT874924.1,2442,415
NZ_MT874924.1,2443,415
NZ_MT874924.1,2444,415
NZ_MT874924.1,2445,415
NZ_MT874924.1,2446,415
NZ_MT874924.1,2447,415
NZ_MT874924.1,2448,415
NZ_MT874924.1,2449,415
NZ_MT874924.1,2450,415
NZ_MT874924.1,2451,415
NZ_MT874924.1,2452,415
NZ_MT874924.1,2453,415
NZ_MT874924.1,2454,415
NZ_MT874924.1,2455,415
NZ_MT874924.1,2456,415
NZ_MT874924.1,2457,415
NZ_MT874924.1,2458,415
NZ_MT874924.1,2459,415
NZ_MT874924.1,2460,415
NZ_MT874924.1,2461,415
NZ_MT874924.1,2462,415
NZ_MT874924.1,2463,415
NZ_MT874924.1,2464,415
NZ_MT874924.1,2465,415
NZ_MT874924.1,2466,415
NZ_MT874924.1,2467,415
NZ_MT874924.1,2468,415
NZ_MT874924.1,2469,415
NZ_MT874924.1,2470,415
NZ_MT874924.1,2471,415
NZ_MT874924.1,2472,415
NZ_MT874924.1,2473,415
NZ_MT874924.1,2474,415
NZ_MT874924.1,2475,415
NZ_MT874924.1,2476,415
NZ_MT874924.1,2477,415
NZ_MT874924.1,2478,415
NZ_MT874924.1,2479,415
NZ_MT874924.1,2480,415
NZ_MT874924.1,2481,415
NZ_MT874924.1,2482,415
NZ_MT874924.1,2483,415
NZ_MT874924.1,2484,415
NZ_MT874924.1,2485,415
NZ_MT874924.1,2486,415
NZ_MT874924.1,2487,415
NZ_MT874924.1,2488,415
NZ_MT874924.1,2489,415
NZ_MT874924.1,2490,415
NZ_MT874924.1,2491,415
NZ_MT874924.1,2492,415
NZ_MT874924.1,2493,415
NZ_MT874924.1,2494,415
NZ_MT874924.1,2495,415
NZ_MT874924.1,2496,415
NZ_MT874924.1,2497,415
NZ_MT874924.1,2498,415
NZ_MT874924.1,2499,415
NZ_MT874924.1,2500,415
NZ_MT874924.1,2501,415
NZ_MT874924.1,2502,415
NZ_MT874924.1,2503,415
NZ_MT874924.1,2504,415
NZ_MT874924.1,2505,415
NZ_MT874924.1,2506,415
NZ_MT874924.1,2507,415
NZ_MT874924.1,2508,415
NZ_MT874924.1,2509,415
NZ_MT874924.1,2510,415
NZ_MT874924.1,2511,415
NZ_MT874924.1,2512,415
NZ_MT874924.1,2513,415
NZ_MT874924.1,2514,415
NZ_MT874924.1,2515,415
NZ_MT874924.1,2516,415
NZ_MT874924.1,2517,415
NZ_MT874924.1,2518,415
NZ_MT874924.1,2519,415
NZ_MT874924.1,2520,415
NZ_MT874924.1,2521,415
NZ_MT874924.1,2522,415
NZ_MT874924.1,2523,415
NZ_MT874924.1,2524,415
NZ_MT874924.1,2525,415
NZ_MT874924.1,2526,415
NZ_MT874924.1,2527,415
NZ_MT874924.1,2528,415
NZ_MT874924.1,2529,415
NZ_MT874924.1,2530,415
NZ_MT874924.1,2531,415
NZ_MT874924.1,2532,415
NZ_MT874924.1,2533,415
NZ_MT874924.1,2534,415
NZ_MT874924.1,2535,415
NZ_MT874924.1,2536,415
NZ_MT874924.1,2537,415
NZ_MT874924.1,2538,415
NZ_MT874924.1,2539,415
NZ_MT874924.1,2540,415
NZ_MT874924.1,2541,415
NZ_MT874924.1,2542,415
NZ_MT874924.1,2543,415
NZ_MT874924.1,2544,415
NZ_MT874924.1,2545,415
NZ_MT874924.1,2546,415
NZ_MT874924.1,2547,415
NZ_MT874924.1,2548,415
NZ_MT874924.1,2549,415
NZ_MT874924.1,2550,415
NZ_MT874924.1,2551,415
NZ_MT874924.1,2552,415
NZ_MT874924.1,2553,415
NZ_MT874924.1,2554,415
NZ_MT874924.1,2555,415
NZ_MT874924.1,2556,415
NZ_MT874924.1,2557,415
NZ_MT874924.1,2558,415
NZ_MT874924.1,2559,415
NZ_MT874924.1,2560,415
NZ_MT874924.1,2561,415
NZ_MT874924.1,2562,415
NZ_MT874924.1,2563,415
NZ_MT874924.1,2564,415
NZ_MT874924.1,2565,415
NZ_MT874924.1,2566,415
NZ_MT874924.1,2567,415
NZ_MT874924.1,2568,415
NZ_MT874924.1,2569,415
NZ_MT874924.1,2570,415
NZ_MT874924.1,2571,415
NZ_MT874924.1,2572,415
NZ_MT874924.1,2573,415
NZ_MT874924.1,2574,415
NZ_MT874924.1,2575,415
NZ_MT874924.1,2576,415
NZ_MT874924.1,2577,415
NZ_MT874924.1,2578,415
NZ_MT874924.1,2579,415
NZ_MT874924.1,2580,415
NZ_MT874924.1,2581,415
NZ_MT874924.1,2582,415
NZ_MT874924.1,2583,415
NZ_MT874924.1,2584,415
NZ_MT874924.1,2585,415
NZ_MT874924.1,2586,415
NZ_MT874924.1,2587,415
NZ_MT874924.1,2588,415
NZ_MT874924.1,2589,415
NZ_MT874924.1,2590,415
NZ_MT874924.1,2591,415
NZ_MT874924.1,2592,415
NZ_MT874924.1,2593,415
NZ_MT874924.1,2594,415
NZ_MT874924.1,2595,415
NZ_MT874924.1,2596,415
NZ_MT874924.1,2597,415
NZ_MT874924.1,2598,415
NZ_MT874924.1,2599,415
NZ_MT874924.1,2600,415
NZ_MT874924.1,2601,415
NZ_MT874924.1,2602,415
NZ_MT874924.1,2603,415
NZ_MT874924.1,2604,415
NZ_MT874924.1,2605,415
NZ_MT874924.1,2606,415
NZ_MT874924.1,2607,415
NZ_MT874924.1,2608,415
NZ_MT874924.1,2609,415
NZ_MT874924.1,2610,415
NZ_MT874924.1,2611,415
NZ_MT874924.1,2612,415
NZ_MT874924.1,2613,415
NZ_MT874924.1,2614,415
NZ_MT874924.1,2615,415
NZ_MT874924.1,2616,415
NZ_MT874924.1,2617,415
NZ_MT874924.1,2618,415
NZ_MT874924.1,2619,415
NZ_MT874924.1,2620,415
NZ_MT874924.1,2621,415
NZ_MT874924.1,2622,415
NZ_MT874924.1,2623,415
NZ_MT874924.1,2624,415
NZ_MT874924.1,2625,415
NZ_MT874924.1,2626,415
NZ_MT874924.1,2627,415
NZ_MT874924.1,2628,415
NZ_MT874924.1,2629,415
NZ_MT874924.1,2630,415
NZ_MT874924.1,2631,415
NZ_MT874924.1,2632,415
NZ_MT874924.1,2633,415
NZ_MT874924.1,2634,415
NZ_MT874924.1,2635,415
NZ_MT874924.1,2636,415
NZ_MT874924.1,2637,415
NZ_MT874924.1,2638,415
NZ_MT874924.1,2639,415
NZ_MT874924.1,2640,415
NZ_MT874924.1,2641,415
NZ_MT874924.1,2642,415
NZ_MT874924.1,2643,415
NZ_MT874924.1,2644,415
NZ_MT874924.1,2645,415
NZ_MT874924.1,2646,415
NZ_MT874924.1,2647,415
NZ_MT874924.1,2648,415
NZ_MT874924.1,2649,415
NZ_MT874924.1,2650,415
NZ_MT874924.1,2651,415
NZ_MT874924.1,2652,415
NZ_MT874924.1,2653,415
NZ_MT874924.1,2654,415
NZ_MT874924.1,2655,415
NZ_MT874924.1,2656,415
NZ_MT874924.1,2657,415
NZ_MT874924.1,2658,415
NZ_MT874924.1,2659,415
NZ_MT874924.1,2660,415
NZ_MT874924.1,2661,415
NZ_MT874924.1,2662,415
NZ_MT874924.1,2663,415
NZ_MT874924.1,2664,415
NZ_MT874924.1,2665,415
NZ_MT874924.1,2666,415
NZ_MT874924.1,2667,415
NZ_MT874924.1,2668,415
NZ_MT874924.1,2669,415
NZ_MT874924.1,2670,415
NZ_MT874924.1,2671,415
NZ_MT874924.1,2672,415
NZ_MT874924.1,2673,415
NZ_MT874924.1,2674,415
NZ_MT874924.1,2675,415
NZ_MT874924.1,2676,415
NZ_MT874924.1,2677,415
NZ_MT874924.1,2678,415
NZ_MT874924.1,2679,415
NZ_MT874924.1,2680,415
NZ_MT874924.1,2681,415
NZ_MT874924.1,2682,415
NZ_MT874924.1,2683,415
NZ_MT874924.1,2684,415
NZ_MT874924.1,2685,415
NZ_MT874924.1,2686,415
NZ_MT874924.1,2687,415
NZ_MT874924.1,2688,415
NZ_MT874924.1,2689,415
NZ_MT874924.1,2690,415
NZ_MT874924.1,2691,415
NZ_MT874924.1,2692,415
NZ_MT874924.1,2693,415
NZ_MT874924.1,2694,415
NZ_MT874924.1,2695,415
NZ_MT874924.1,2696,415
NZ_MT874924.1,2697,415
NZ_MT874924.1,2698,415
NZ_MT874924.1,2699,415
NZ_MT874924.1,2700,415
NZ_MT874924.1,2701,415
NZ_MT874924.1,2702,415
NZ_MT874924.1,2703,415
NZ_MT874924.1,2704,415
NZ_MT874924.1,2705,415
NZ_MT874924.1,2706,415
NZ_MT874924.1,2707,415
NZ_MT874924.1,2708,415
NZ_MT874924.1,2709,415
NZ_MT874924.1,2710,415
NZ_MT874924.1,2711,415
NZ_MT874924.1,2712,415
NZ_MT874924.1,2713,415
NZ_MT874924.1,2714,415
NZ_MT874924.1,2715,415
NZ_MT874924.1,2716,415
NZ_MT874924.1,2717,415
NZ_MT874924.1,2718,415
NZ_MT874924.1,2719,415
NZ_MT874924.1,2720,415
NZ_MT874924.1,2721,415
NZ_MT874924.1,2722,415
NZ_MT874924.1,2723,415
NZ_MT874924.1,2724,415
NZ_MT874924.1,2725,415
NZ_MT874924.1,2726,415
NZ_MT874924.1,2727,415
NZ_MT874924.1,2728,415
NZ_MT874924.1,2729,415
NZ_MT874924.1,2730,415
NZ_MT874924.1,2731,415
NZ_MT874924.1,2732,415
NZ_MT874924.1,2733,415
NZ_MT874924.1,2734,415
NZ_MT874924.1,2735,415
NZ_MT874924.1,2736,415
NZ_MT874924.1,2737,415
NZ_MT874924.1,2738,415
NZ_MT874924.1,2739,415
NZ_MT874924.1,2740,415
NZ_MT874924.1,2741,415
NZ_MT874924.1,2742,415
NZ_MT874924.1,2743,415
NZ_MT874924.1,2744,415
NZ_MT874924.1,2745,415
NZ_MT874924.1,2746,415
NZ_MT874924.1,2747,415
NZ_MT874924.1,2748,415
NZ_MT874924.1,2749,415
NZ_MT874924.1,2750,415
NZ_MT874924.1,2751,415
NZ_MT874924.1,2752,415
NZ_MT874924.1,2753,415
NZ_MT874924.1,2754,415
NZ_MT874924.1,2755,415
NZ_MT874924.1,2756,415
NZ_MT874924.1,2757,415
NZ_MT874924.1,2758,415
NZ_MT874924.1,2759,415
NZ_MT874924.1,2760,415
NZ_MT874924.1,2761,415
NZ_MT874924.1,2762,415
NZ_MT874924.1,2763,415
NZ_MT874924.1,2764,415
NZ_MT874924.1,2765,415
NZ_MT874924.1,2766,415
NZ_MT874924.1,2767,415
NZ_MT874924.1,2768,415
NZ_MT874924.1,2769,415
NZ_MT874924.1,2770,415
NZ_MT874924.1,2771,415
NZ_MT874924.1,2772,415
NZ_MT874924.1,2773,415
NZ_MT874924.1,2774,415
NZ_MT874924.1,2775,415
NZ_MT874924.1,2776,415
NZ_MT874924.1,2777,415
NZ_MT874924.1,2778,415
NZ_MT874924.1,2779,415
NZ_MT874924.1,2780,415
NZ_MT874924.1,2781,415
NZ_MT874924.1,2782,415
NZ_MT874924.1,2783,415
NZ_MT874924.1,2784,415
NZ_MT874924.1,2785,415
NZ_MT874924.1,2786,415
NZ_MT874924.1,2787,415
NZ_MT874924.1,2788,415
NZ_MT874924.1,2789,415
NZ_MT874924.1,2790,415
NZ_MT874924.1,2791,415
NZ_MT874924.1,2792,415
NZ_MT874924.1,2793,415
NZ_MT874924.1,2794,415
NZ_MT874924.1,2795,415
NZ_MT874924.1,2796,415
NZ_MT874924.1,2797,415
NZ_MT874924.1,2798,415
NZ_MT874924.1,2799,415
NZ_MT874924.1,2800,415
NZ_MT874924.1,2801,415
NZ_MT874924.1,2802,415
NZ_MT874924.1,2803,415
NZ_MT874924.1,2804,415
NZ_MT874924.1,2805,415
NZ_MT874924.1,2806,415
NZ_MT874924.1,2807,415
NZ_MT874924.1,2808,415
NZ_MT874924.1,2809,415
NZ_MT874924.1,2810,415
NZ_MT874924.1,2811,415
NZ_MT874924.1,2812,415
NZ_MT874924.1,2813,415
NZ_MT874924.1,2814,415
NZ_MT874924.1,2815,415
NZ_MT874924.1,2816,415
NZ_MT874924.1,2817,415
NZ_MT874924.1,2818,415
NZ_MT874924.1,2819,415
NZ_MT874924.1,2820,415
NZ_MT874924.1,2821,415
NZ_MT874924.1,2822,415
NZ_MT874924.1,2823,415
NZ_MT874924.1,2824,415
NZ_MT874924.1,2825,415
NZ_MT874924.1,2826,415
NZ_MT874924.1,2827,415
NZ_MT874924.1,2828,415
NZ_MT874924.1,2829,415
NZ_MT874924.1,2830,415
NZ_MT874924.1,2831,415
NZ_MT874924.1,2832,415
NZ_MT874924.1,2833,415
NZ_MT874924.1,2834,415
NZ_MT874924.1,2835,415
NZ_MT874924.1,2836,415
NZ_MT874924.1,2837,415
NZ_MT874924.1,2838,415
NZ_MT874924.1,2839,415
NZ_MT874924.1,2840,415
NZ_MT874924.1,2841,415
NZ_MT874924.1,2842,415
NZ_MT874924.1,2843,415
NZ_MT874924.1,2844,415
NZ_MT874924.1,2845,415
NZ_MT874924.1,2846,415
NZ_MT874924.1,2847,415
NZ_MT874924.1,2848,415
NZ_MT874924.1,2849,415
NZ_MT874924.1,2850,415
NZ_MT874924.1,2851,415
NZ_MT874924.1,2852,415
NZ_MT874924.1,2853,415
NZ_MT874924.1,2854,415
NZ_MT874924.1,2855,415
NZ_MT874924.1,2856,415
NZ_MT874924.1,2857,415
NZ_MT874924.1,2858,415
NZ_MT874924.1,2859,415
NZ_MT874924.1,2860,415
NZ_MT874924.1,2861,415
NZ_MT874924.1,2862,415
NZ_MT874924.1,2863,415
NZ_MT874924.1,2864,415
NZ_MT874924.1,2865,415
NZ_MT874924.1,2866,415
NZ_MT874924.1,2867,415
NZ_MT874924.1,2868,415
NZ_MT874924.1,2869,415
NZ_MT874924.1,2870,415
NZ_MT874924.1,2871,415
NZ_MT874924.1,2872,415
NZ_MT874924.1,2873,415
NZ_MT874924.1,2874,415
NZ_MT874924.1,2875,415
NZ_MT874924.1,2876,415
NZ_MT874924.1,2877,415
NZ_MT874924.1,2878,415
NZ_MT874924.1,2879,415
NZ_MT874924.1,2880,415
NZ_MT874924.1,2881,415
NZ_MT874924.1,2882,415
NZ_MT874924.1,2883,415
NZ_MT874924.1,2884,415
NZ_MT874924.1,2885,415
NZ_MT874924.1,2886,416
NZ_MT874924.1,2887,416
NZ_MT874924.1,2888,416
NZ_MT874924.1,2889,416
NZ_MT874924.1,2890,416
NZ_MT874924.1,2891,416
NZ_MT874924.1,2892,416
NZ_MT874924.1,2893,416
NZ_MT874924.1,2894,416
NZ_MT874924.1,2895,416
NZ_MT874924.1,2896,416
NZ_MT874924.1,2897,416
NZ_MT874924.1,2898,416
NZ_MT874924.1,2899,416
NZ_MT874924.1,2900,416
NZ_MT874924.1,2901,416
NZ_MT874924.1,2902,416
NZ_MT874924.1,2903,416
NZ_MT874924.1,2904,416
NZ_MT874924.1,2905,416
NZ_MT874924.1,2906,416
NZ_MT874924.1,2907,416
NZ_MT874924.1,2908,416
NZ_MT874924.1,2909,416
NZ_MT874924.1,2910,416
NZ_MT874924.1,2911,416
NZ_MT874924.1,2912,416
NZ_MT874924.1,2913,416
NZ_MT874924.1,2914,416
NZ_MT874924.1,2915,416
NZ_MT874924.1,2916,416
NZ_MT874924.1,2917,416
NZ_MT874924.1,2918,416
NZ_MT874924.1,2919,416
NZ_MT874924.1,2920,416
NZ_MT874924.1,2921,416
NZ_MT874924.1,2922,416
NZ_MT874924.1,2923,416
NZ_MT874924.1,2924,416
NZ_MT874924.1,2925,416
NZ_MT874924.1,2926,416
NZ_MT874924.1,2927,416
NZ_MT874924.1,2928,416
NZ_MT874924.1,2929,416
NZ_MT874924.1,2930,416
NZ_MT874924.1,2931,416
NZ_MT874924.1,2932,416
NZ_MT874924.1,2933,416
NZ_MT874924.1,2934,416
NZ_MT874924.1,2935,416
NZ_MT874924.1,2936,416
NZ_MT874924.1,2937,416
NZ_MT874924.1,2938,416
NZ_MT874924.1,2939,416
NZ_MT874924.1,2940,416
NZ_MT874924.1,2941,416
NZ_MT874924.1,2942,416
NZ_MT874924.1,2943,416
NZ_MT874924.1,2944,416
NZ_MT874924.1,2945,416
NZ_MT874924.1,2946,416
NZ_MT874924.1,2947,416
NZ_MT874924.1,2948,416
NZ_MT874924.1,2949,416
NZ_MT874924.1,2950,416
NZ_MT874924.1,2951,416
NZ_MT874924.1,2952,416
NZ_MT874924.1,2953,416
NZ_MT874924.1,2954,416
NZ_MT874924.1,2955,416
NZ_MT874924.1,2956,416
NZ_MT874924.1,2957,416
NZ_MT874924.1,2958,416
NZ_MT874924.1,2959,416
NZ_MT874924.1,2960,416
NZ_MT874924.1,2961,416
NZ_MT874924.1,2962,416
NZ_MT874924.1,2963,416
NZ_MT874924.1,2964,416
NZ_MT874924.1,2965,416
NZ_MT874924.1,2966,416
NZ_MT874924.1,2967,416
NZ_MT874924.1,2968,416
NZ_MT874924.1,2969,416
NZ_MT874924.1,2970,416
NZ_MT874924.1,2971,416
NZ_MT874924.1,2972,416
NZ_MT874924.1,2973,416
NZ_MT874924.1,2974,416
NZ_MT874924.1,2975,416
NZ_MT874924.1,2976,416
